"TIME","GEO","INDIC_ET","SITC06","PARTNER","Value","Flag and Footnotes"
"2014","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.6",""
"2014","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.2",""
"2014","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2014","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2014","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.1",""
"2014","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.6",""
"2014","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2014","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2014","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2014","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2014","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2014","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2014","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2014","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2014","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.2",""
"2014","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2014","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2014","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2014","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.2",""
"2014","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.2",""
"2014","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2014","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.4",""
"2014","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.0",""
"2014","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2014","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2014","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2014","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2014","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2014","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2014","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2014","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2014","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2014","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2014","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2014","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2014","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.0",""
"2014","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.5",""
"2014","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","11.6",""
"2015","European Union - 27 countries (from 2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2015","European Union - 27 countries (from 2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2015","European Union - 28 countries (2013-2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2015","European Union - 28 countries (2013-2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2015","Belgium","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.3",""
"2015","Belgium","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.7",""
"2015","Bulgaria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2015","Bulgaria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2015","Czechia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.7",""
"2015","Czechia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2015","Denmark","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2015","Denmark","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2015","Germany (until 1990 former territory of the FRG)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","18.9",""
"2015","Germany (until 1990 former territory of the FRG)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","28.1",""
"2015","Estonia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Estonia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2015","Ireland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2015","Ireland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2015","Greece","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2015","Greece","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2015","Spain","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.4",""
"2015","Spain","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.0",""
"2015","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.2",""
"2015","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.5",""
"2015","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2015","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2015","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.9",""
"2015","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.4",""
"2015","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2015","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2015","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2015","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2015","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2015","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2015","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2015","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2015","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.5",""
"2015","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.0",""
"2015","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2015","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2015","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.0",""
"2015","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.1",""
"2015","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2015","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2015","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2015","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2015","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2015","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2015","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2015","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2015","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2015","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.2",""
"2015","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2015","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2015","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","15.2",""
"2015","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","12.9",""
"2016","European Union - 27 countries (from 2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2016","European Union - 27 countries (from 2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2016","European Union - 28 countries (2013-2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2016","European Union - 28 countries (2013-2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2016","Belgium","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.3",""
"2016","Belgium","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.8",""
"2016","Bulgaria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2016","Bulgaria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2016","Czechia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.6",""
"2016","Czechia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2016","Denmark","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2016","Denmark","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2016","Germany (until 1990 former territory of the FRG)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","18.8",""
"2016","Germany (until 1990 former territory of the FRG)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","28.6",""
"2016","Estonia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Estonia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2016","Ireland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.5",""
"2016","Ireland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.4",""
"2016","Greece","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2016","Greece","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2016","Spain","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.3",""
"2016","Spain","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.0",""
"2016","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.0",""
"2016","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.5",""
"2016","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2016","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2016","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.5",""
"2016","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.5",""
"2016","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2016","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2016","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2016","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2016","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2016","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2016","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2016","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2016","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.1",""
"2016","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.1",""
"2016","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.8",""
"2016","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2016","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2016","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.1",""
"2016","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2016","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2016","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2016","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2016","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2016","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2016","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2016","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2016","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2016","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.2",""
"2016","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2016","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2016","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","16.7",""
"2016","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","11.1",""
"2017","European Union - 27 countries (from 2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2017","European Union - 27 countries (from 2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2017","European Union - 28 countries (2013-2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2017","European Union - 28 countries (2013-2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2017","Belgium","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.9",""
"2017","Belgium","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.6",""
"2017","Bulgaria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2017","Bulgaria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2017","Czechia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.7",""
"2017","Czechia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2017","Denmark","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2017","Denmark","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.8",""
"2017","Germany (until 1990 former territory of the FRG)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","18.7",""
"2017","Germany (until 1990 former territory of the FRG)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","28.3",""
"2017","Estonia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Estonia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Ireland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.5",""
"2017","Ireland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.2",""
"2017","Greece","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2017","Greece","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2017","Spain","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.8",""
"2017","Spain","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.1",""
"2017","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.0",""
"2017","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.4",""
"2017","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2017","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2017","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.6",""
"2017","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.6",""
"2017","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2017","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2017","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2017","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2017","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2017","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.2",""
"2017","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2017","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2017","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2017","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.8",""
"2017","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","7.6",""
"2017","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2017","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2017","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.2",""
"2017","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2017","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2017","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2017","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2017","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2017","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2017","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.4",""
"2017","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2017","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2017","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2017","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2017","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.1",""
"2017","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2017","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","14.8",""
"2017","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.9",""
"2018","European Union - 27 countries (from 2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2018","European Union - 27 countries (from 2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2018","European Union - 28 countries (2013-2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2018","European Union - 28 countries (2013-2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2018","Belgium","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.9",""
"2018","Belgium","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.5",""
"2018","Bulgaria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2018","Bulgaria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2018","Czechia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2018","Czechia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2018","Denmark","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2018","Denmark","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.8",""
"2018","Germany (until 1990 former territory of the FRG)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","18.4",""
"2018","Germany (until 1990 former territory of the FRG)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","27.7",""
"2018","Estonia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Estonia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Ireland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.7",""
"2018","Ireland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.6",""
"2018","Greece","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2018","Greece","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2018","Spain","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.9",""
"2018","Spain","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.0",""
"2018","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.1",""
"2018","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.3",""
"2018","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.3",""
"2018","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.8",""
"2018","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.3",""
"2018","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2018","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2018","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2018","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2018","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2018","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2018","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2018","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2018","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2018","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","15.0",""
"2018","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.1",""
"2018","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2018","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2018","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.4",""
"2018","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2018","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2018","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2018","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2018","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2018","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2018","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2018","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2018","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2018","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
